"Member_number";"Date";"Day_in_week";"Day";"Month";"Year";"Product_1";"Product_2";"Product_3";"Product_4";"Product_5";"Product_6";"Product_7";"Product_8";"Product_9";"Product_10";"Product_11"
3303;2014-01-10 00:00:00;6.0;"10";"01";"2014";"dessert";"dishes";;;;;;;;;
3347;2014-01-10 00:00:00;6.0;"10";"01";"2014";"coffee";"rolls/buns";;;;;;;;;
3879;2014-01-10 00:00:00;6.0;"10";"01";"2014";"curd";"curd";;;;;;;;;
3929;2014-01-10 00:00:00;6.0;"10";"01";"2014";"semi-finished bread";"dish cleaner";;;;;;;;;
4651;2014-01-10 00:00:00;6.0;"10";"01";"2014";"rolls/buns";"rolls/buns";"sugar";;;;;;;;
4720;2014-01-10 00:00:00;6.0;"10";"01";"2014";"chocolate";"baking powder";;;;;;;;;
1043;2015-01-10 00:00:00;7.0;"10";"01";"2015";"citrus fruit";"rolls/buns";"whole milk";;;;;;;;
1214;2015-01-10 00:00:00;7.0;"10";"01";"2015";"meat";"chicken";"yogurt";"pip fruit";;;;;;;
1319;2015-01-10 00:00:00;7.0;"10";"01";"2015";"misc. beverages";"rice";"soda";;;;;;;;
1427;2015-01-10 00:00:00;7.0;"10";"01";"2015";"chicken";"soda";"frozen meals";;;;;;;;
1878;2015-01-10 00:00:00;7.0;"10";"01";"2015";"sausage";"soda";"candy";;;;;;;;
1909;2015-01-10 00:00:00;7.0;"10";"01";"2015";"sausage";"sliced cheese";"salty snack";;;;;;;;
1968;2015-01-10 00:00:00;7.0;"10";"01";"2015";"zwieback";"tropical fruit";;;;;;;;;
3337;2015-01-10 00:00:00;7.0;"10";"01";"2015";"bottled beer";"yogurt";;;;;;;;;
3953;2015-01-10 00:00:00;7.0;"10";"01";"2015";"pork";"berries";;;;;;;;;
4015;2015-01-10 00:00:00;7.0;"10";"01";"2015";"curd";"whole milk";;;;;;;;;
4068;2015-01-10 00:00:00;7.0;"10";"01";"2015";"frankfurter";"yogurt";;;;;;;;;
4556;2015-01-10 00:00:00;7.0;"10";"01";"2015";"pip fruit";"canned beer";;;;;;;;;
4883;2015-01-10 00:00:00;7.0;"10";"01";"2015";"berries";"newspapers";;;;;;;;;
4981;2015-01-10 00:00:00;7.0;"10";"01";"2015";"frankfurter";"margarine";"whole milk";"soda";"margarine";"brown bread";"margarine";"frozen vegetables";;;
1533;2014-02-10 00:00:00;2.0;"10";"02";"2014";"specialty fat";"red/blush wine";;;;;;;;;
1628;2014-02-10 00:00:00;2.0;"10";"02";"2014";"whole milk";"margarine";"soda";"softener";;;;;;;
1634;2014-02-10 00:00:00;2.0;"10";"02";"2014";"fruit/vegetable juice";"herbs";;;;;;;;;
1969;2014-02-10 00:00:00;2.0;"10";"02";"2014";"pork";"rolls/buns";;;;;;;;;
1998;2014-02-10 00:00:00;2.0;"10";"02";"2014";"candles";"chewing gum";;;;;;;;;
2045;2014-02-10 00:00:00;2.0;"10";"02";"2014";"soda";"brandy";;;;;;;;;
2139;2014-02-10 00:00:00;2.0;"10";"02";"2014";"other vegetables";"margarine";;;;;;;;;
2504;2014-02-10 00:00:00;2.0;"10";"02";"2014";"condensed milk";"butter";;;;;;;;;
3099;2014-02-10 00:00:00;2.0;"10";"02";"2014";"meat";"butter";"frozen dessert";;;;;;;;
3894;2014-02-10 00:00:00;2.0;"10";"02";"2014";"specialty vegetables";"yogurt";;;;;;;;;
3926;2014-02-10 00:00:00;2.0;"10";"02";"2014";"onions";"cat food";;;;;;;;;
4601;2014-02-10 00:00:00;2.0;"10";"02";"2014";"other vegetables";"specialty chocolate";;;;;;;;;
4736;2014-02-10 00:00:00;2.0;"10";"02";"2014";"other vegetables";"curd";;;;;;;;;
4788;2014-02-10 00:00:00;2.0;"10";"02";"2014";"other vegetables";"candy";;;;;;;;;
4868;2014-02-10 00:00:00;2.0;"10";"02";"2014";"root vegetables";"brown bread";;;;;;;;;
4893;2014-02-10 00:00:00;2.0;"10";"02";"2014";"sliced cheese";"soda";;;;;;;;;
4975;2014-02-10 00:00:00;2.0;"10";"02";"2014";"artif. sweetener";"curd";;;;;;;;;
1003;2015-02-10 00:00:00;3.0;"10";"02";"2015";"sausage";"rolls/buns";;;;;;;;;
1617;2015-02-10 00:00:00;3.0;"10";"02";"2015";"rolls/buns";"dessert";;;;;;;;;
1786;2015-02-10 00:00:00;3.0;"10";"02";"2015";"canned beer";"citrus fruit";;;;;;;;;
1844;2015-02-10 00:00:00;3.0;"10";"02";"2015";"root vegetables";"grapes";;;;;;;;;
1874;2015-02-10 00:00:00;3.0;"10";"02";"2015";"frankfurter";"other vegetables";;;;;;;;;
1991;2015-02-10 00:00:00;3.0;"10";"02";"2015";"pork";"specialty bar";"soda";;;;;;;;
2069;2015-02-10 00:00:00;3.0;"10";"02";"2015";"pork";"specialty chocolate";;;;;;;;;
2136;2015-02-10 00:00:00;3.0;"10";"02";"2015";"bottled beer";"whole milk";;;;;;;;;
2170;2015-02-10 00:00:00;3.0;"10";"02";"2015";"bottled beer";"citrus fruit";"frozen potato products";"fruit/vegetable juice";"sugar";"sauces";;;;;
2192;2015-02-10 00:00:00;3.0;"10";"02";"2015";"frankfurter";"soda";;;;;;;;;
2404;2015-02-10 00:00:00;3.0;"10";"02";"2015";"beef";"yogurt";;;;;;;;;
2997;2015-02-10 00:00:00;3.0;"10";"02";"2015";"fish";"specialty chocolate";;;;;;;;;
3004;2015-02-10 00:00:00;3.0;"10";"02";"2015";"whole milk";"liquor (appetizer)";;;;;;;;;
3061;2015-02-10 00:00:00;3.0;"10";"02";"2015";"rolls/buns";"berries";;;;;;;;;
3669;2015-02-10 00:00:00;3.0;"10";"02";"2015";"citrus fruit";"white bread";"processed cheese";;;;;;;;
3694;2015-02-10 00:00:00;3.0;"10";"02";"2015";"rolls/buns";"rolls/buns";;;;;;;;;
3786;2015-02-10 00:00:00;3.0;"10";"02";"2015";"light bulbs";"pastry";"UHT-milk";"baking powder";;;;;;;
3939;2015-02-10 00:00:00;3.0;"10";"02";"2015";"curd";"cake bar";"ketchup";;;;;;;;
3954;2015-02-10 00:00:00;3.0;"10";"02";"2015";"canned beer";"onions";;;;;;;;;
4064;2015-02-10 00:00:00;3.0;"10";"02";"2015";"citrus fruit";"coffee";;;;;;;;;
4165;2015-02-10 00:00:00;3.0;"10";"02";"2015";"domestic eggs";"roll products ";;;;;;;;;
4387;2015-02-10 00:00:00;3.0;"10";"02";"2015";"root vegetables";"baking powder";;;;;;;;;
4479;2015-02-10 00:00:00;3.0;"10";"02";"2015";"semi-finished bread";"margarine";"butter";;;;;;;;
4697;2015-02-10 00:00:00;3.0;"10";"02";"2015";"hamburger meat";"whole milk";;;;;;;;;
4734;2015-02-10 00:00:00;3.0;"10";"02";"2015";"sausage";"pork";"yogurt";"napkins";;;;;;;
4822;2015-02-10 00:00:00;3.0;"10";"02";"2015";"bottled water";"whole milk";;;;;;;;;
5000;2015-02-10 00:00:00;3.0;"10";"02";"2015";"soda";"root vegetables";"semi-finished bread";;;;;;;;
1025;2014-03-10 00:00:00;2.0;"10";"03";"2014";"ham";"cream cheese ";;;;;;;;;
1191;2014-03-10 00:00:00;2.0;"10";"03";"2014";"berries";"white bread";;;;;;;;;
1690;2014-03-10 00:00:00;2.0;"10";"03";"2014";"citrus fruit";"yogurt";;;;;;;;;
1911;2014-03-10 00:00:00;2.0;"10";"03";"2014";"tropical fruit";"pastry";"newspapers";;;;;;;;
2252;2014-03-10 00:00:00;2.0;"10";"03";"2014";"oil";"brown bread";"oil";"seasonal products";;;;;;;
2443;2014-03-10 00:00:00;2.0;"10";"03";"2014";"sausage";"rolls/buns";;;;;;;;;
2492;2014-03-10 00:00:00;2.0;"10";"03";"2014";"instant coffee";"candles";;;;;;;;;
3302;2014-03-10 00:00:00;2.0;"10";"03";"2014";"canned beer";"whole milk";;;;;;;;;
3429;2014-03-10 00:00:00;2.0;"10";"03";"2014";"fruit/vegetable juice";"root vegetables";;;;;;;;;
3508;2014-03-10 00:00:00;2.0;"10";"03";"2014";"root vegetables";"pastry";;;;;;;;;
3789;2014-03-10 00:00:00;2.0;"10";"03";"2014";"pot plants";"soda";"hygiene articles";;;;;;;;
3863;2014-03-10 00:00:00;2.0;"10";"03";"2014";"soda";"specialty cheese";"napkins";;;;;;;;
4319;2014-03-10 00:00:00;2.0;"10";"03";"2014";"newspapers";"shopping bags";;;;;;;;;
4839;2014-03-10 00:00:00;2.0;"10";"03";"2014";"packaged fruit/vegetables";"sweet spreads";;;;;;;;;
1211;2015-03-10 00:00:00;3.0;"10";"03";"2015";"frankfurter";"butter";"specialty bar";"yogurt";;;;;;;
1336;2015-03-10 00:00:00;3.0;"10";"03";"2015";"pet care";"flour";"coffee";"napkins";;;;;;;
1374;2015-03-10 00:00:00;3.0;"10";"03";"2015";"whole milk";"salty snack";"pip fruit";"whole milk";;;;;;;
1508;2015-03-10 00:00:00;3.0;"10";"03";"2015";"pip fruit";"bottled beer";;;;;;;;;
1606;2015-03-10 00:00:00;3.0;"10";"03";"2015";"ham";"bottled beer";;;;;;;;;
1659;2015-03-10 00:00:00;3.0;"10";"03";"2015";"yogurt";"tropical fruit";;;;;;;;;
1903;2015-03-10 00:00:00;3.0;"10";"03";"2015";"canned beer";"tropical fruit";;;;;;;;;
2406;2015-03-10 00:00:00;3.0;"10";"03";"2015";"meat";"rolls/buns";"pastry";;;;;;;;
2407;2015-03-10 00:00:00;3.0;"10";"03";"2015";"onions";"citrus fruit";"frozen vegetables";"coffee";;;;;;;
2981;2015-03-10 00:00:00;3.0;"10";"03";"2015";"UHT-milk";"whole milk";;;;;;;;;
3079;2015-03-10 00:00:00;3.0;"10";"03";"2015";"frankfurter";"soda";"soda";;;;;;;;
3544;2015-03-10 00:00:00;3.0;"10";"03";"2015";"whole milk";"hard cheese";;;;;;;;;
3584;2015-03-10 00:00:00;3.0;"10";"03";"2015";"curd";"photo/film";;;;;;;;;
3635;2015-03-10 00:00:00;3.0;"10";"03";"2015";"other vegetables";"rolls/buns";;;;;;;;;
4566;2015-03-10 00:00:00;3.0;"10";"03";"2015";"canned beer";"butter";;;;;;;;;
4833;2015-03-10 00:00:00;3.0;"10";"03";"2015";"onions";"pip fruit";"dog food";;;;;;;;
1010;2014-04-10 00:00:00;5.0;"10";"04";"2014";"kitchen towels";"sliced cheese";;;;;;;;;
1045;2014-04-10 00:00:00;5.0;"10";"04";"2014";"fruit/vegetable juice";"specialty chocolate";"Instant food products";;;;;;;;
1070;2014-04-10 00:00:00;5.0;"10";"04";"2014";"citrus fruit";"red/blush wine";;;;;;;;;
1474;2014-04-10 00:00:00;5.0;"10";"04";"2014";"frankfurter";"chocolate";;;;;;;;;
1782;2014-04-10 00:00:00;5.0;"10";"04";"2014";"frozen vegetables";"onions";;;;;;;;;
1839;2014-04-10 00:00:00;5.0;"10";"04";"2014";"berries";"bottled beer";;;;;;;;;
1844;2014-04-10 00:00:00;5.0;"10";"04";"2014";"citrus fruit";"yogurt";;;;;;;;;
2040;2014-04-10 00:00:00;5.0;"10";"04";"2014";"newspapers";"hard cheese";;;;;;;;;
3087;2014-04-10 00:00:00;5.0;"10";"04";"2014";"margarine";"yogurt";;;;;;;;;
3258;2014-04-10 00:00:00;5.0;"10";"04";"2014";"white wine";"specialty cheese";;;;;;;;;
3435;2014-04-10 00:00:00;5.0;"10";"04";"2014";"coffee";"roll products ";;;;;;;;;
3948;2014-04-10 00:00:00;5.0;"10";"04";"2014";"soda";"whole milk";;;;;;;;;
4025;2014-04-10 00:00:00;5.0;"10";"04";"2014";"sausage";"yogurt";;;;;;;;;
4215;2014-04-10 00:00:00;5.0;"10";"04";"2014";"yogurt";"long life bakery product";"newspapers";;;;;;;;
1038;2015-04-10 00:00:00;6.0;"10";"04";"2015";"other vegetables";"specialty chocolate";;;;;;;;;
1324;2015-04-10 00:00:00;6.0;"10";"04";"2015";"specialty chocolate";"whole milk";;;;;;;;;
1357;2015-04-10 00:00:00;6.0;"10";"04";"2015";"soda";"brown bread";;;;;;;;;
1888;2015-04-10 00:00:00;6.0;"10";"04";"2015";"ham";"whole milk";;;;;;;;;
2074;2015-04-10 00:00:00;6.0;"10";"04";"2015";"citrus fruit";"canned beer";"waffles";"chocolate";"dish cleaner";;;;;;
2101;2015-04-10 00:00:00;6.0;"10";"04";"2015";"citrus fruit";"onions";;;;;;;;;
2233;2015-04-10 00:00:00;6.0;"10";"04";"2015";"whole milk";"bottled beer";;;;;;;;;
2291;2015-04-10 00:00:00;6.0;"10";"04";"2015";"grapes";"canned fish";;;;;;;;;
2492;2015-04-10 00:00:00;6.0;"10";"04";"2015";"frankfurter";"frozen vegetables";;;;;;;;;
2719;2015-04-10 00:00:00;6.0;"10";"04";"2015";"other vegetables";"whole milk";;;;;;;;;
2781;2015-04-10 00:00:00;6.0;"10";"04";"2015";"bottled beer";"cream cheese ";"chocolate";;;;;;;;
2809;2015-04-10 00:00:00;6.0;"10";"04";"2015";"whole milk";"pork";"other vegetables";"domestic eggs";;;;;;;
2877;2015-04-10 00:00:00;6.0;"10";"04";"2015";"pip fruit";"tropical fruit";"waffles";"root vegetables";;;;;;;
3082;2015-04-10 00:00:00;6.0;"10";"04";"2015";"root vegetables";"pip fruit";;;;;;;;;
3154;2015-04-10 00:00:00;6.0;"10";"04";"2015";"napkins";"root vegetables";"sliced cheese";;;;;;;;
3294;2015-04-10 00:00:00;6.0;"10";"04";"2015";"dessert";"onions";;;;;;;;;
4187;2015-04-10 00:00:00;6.0;"10";"04";"2015";"whole milk";"specialty cheese";;;;;;;;;
4252;2015-04-10 00:00:00;6.0;"10";"04";"2015";"turkey";"frozen potato products";"butter";"frozen dessert";;;;;;;
4636;2015-04-10 00:00:00;6.0;"10";"04";"2015";"frankfurter";"ham";"tropical fruit";"misc. beverages";"tropical fruit";"photo/film";"specialty chocolate";"frozen fish";;;
4717;2015-04-10 00:00:00;6.0;"10";"04";"2015";"tropical fruit";"yogurt";"brown bread";"shopping bags";;;;;;;
4937;2015-04-10 00:00:00;6.0;"10";"04";"2015";"chicken";"coffee";"newspapers";;;;;;;;
1128;2014-05-10 00:00:00;7.0;"10";"05";"2014";"frankfurter";"white bread";;;;;;;;;
2396;2014-05-10 00:00:00;7.0;"10";"05";"2014";"pip fruit";"canned vegetables";;;;;;;;;
2811;2014-05-10 00:00:00;7.0;"10";"05";"2014";"beef";"hygiene articles";;;;;;;;;
2835;2014-05-10 00:00:00;7.0;"10";"05";"2014";"rolls/buns";"whole milk";;;;;;;;;
3353;2014-05-10 00:00:00;7.0;"10";"05";"2014";"soda";"yogurt";;;;;;;;;
3386;2014-05-10 00:00:00;7.0;"10";"05";"2014";"root vegetables";"soda";;;;;;;;;
3479;2014-05-10 00:00:00;7.0;"10";"05";"2014";"rolls/buns";"pastry";;;;;;;;;
3655;2014-05-10 00:00:00;7.0;"10";"05";"2014";"beef";"butter milk";;;;;;;;;
3820;2014-05-10 00:00:00;7.0;"10";"05";"2014";"tropical fruit";"yogurt";"misc. beverages";;;;;;;;
4056;2014-05-10 00:00:00;7.0;"10";"05";"2014";"tropical fruit";"salty snack";;;;;;;;;
4272;2014-05-10 00:00:00;7.0;"10";"05";"2014";"domestic eggs";"soda";;;;;;;;;
4431;2014-05-10 00:00:00;7.0;"10";"05";"2014";"brown bread";"rolls/buns";"processed cheese";;;;;;;;
4579;2014-05-10 00:00:00;7.0;"10";"05";"2014";"butter";"waffles";;;;;;;;;
4634;2014-05-10 00:00:00;7.0;"10";"05";"2014";"citrus fruit";"oil";"specialty chocolate";;;;;;;;
4783;2014-05-10 00:00:00;7.0;"10";"05";"2014";"other vegetables";"rice";"specialty fat";;;;;;;;
4899;2014-05-10 00:00:00;7.0;"10";"05";"2014";"pot plants";"rolls/buns";;;;;;;;;
4951;2014-05-10 00:00:00;7.0;"10";"05";"2014";"newspapers";"canned beer";;;;;;;;;
4958;2014-05-10 00:00:00;7.0;"10";"05";"2014";"frozen meals";"instant coffee";"specialty chocolate";;;;;;;;
1349;2015-05-10 00:00:00;1.0;"10";"05";"2015";"canned beer";"shopping bags";;;;;;;;;
1373;2015-05-10 00:00:00;1.0;"10";"05";"2015";"brown bread";"sausage";"yogurt";"butter milk";"canned beer";"frozen vegetables";"curd";"cake bar";;;
1841;2015-05-10 00:00:00;1.0;"10";"05";"2015";"pip fruit";"margarine";;;;;;;;;
1996;2015-05-10 00:00:00;1.0;"10";"05";"2015";"canned beer";"roll products ";"root vegetables";"flower (seeds)";;;;;;;
2102;2015-05-10 00:00:00;1.0;"10";"05";"2015";"rolls/buns";"soda";"other vegetables";"vinegar";;;;;;;
2294;2015-05-10 00:00:00;1.0;"10";"05";"2015";"rolls/buns";"pip fruit";"rolls/buns";"rolls/buns";;;;;;;
2319;2015-05-10 00:00:00;1.0;"10";"05";"2015";"whole milk";"meat";"yogurt";"yogurt";"yogurt";;;;;;
2337;2015-05-10 00:00:00;1.0;"10";"05";"2015";"citrus fruit";"waffles";;;;;;;;;
3343;2015-05-10 00:00:00;1.0;"10";"05";"2015";"frankfurter";"specialty bar";;;;;;;;;
3387;2015-05-10 00:00:00;1.0;"10";"05";"2015";"soda";"whole milk";;;;;;;;;
3429;2015-05-10 00:00:00;1.0;"10";"05";"2015";"cat food";"sparkling wine";;;;;;;;;
3469;2015-05-10 00:00:00;1.0;"10";"05";"2015";"hamburger meat";"yogurt";"curd cheese";"frozen meals";"mustard";"soda";"white wine";"butter";;;
3553;2015-05-10 00:00:00;1.0;"10";"05";"2015";"coffee";"other vegetables";;;;;;;;;
3851;2015-05-10 00:00:00;1.0;"10";"05";"2015";"whole milk";"butter";;;;;;;;;
3920;2015-05-10 00:00:00;1.0;"10";"05";"2015";"beverages";"margarine";"napkins";"napkins";;;;;;;
4004;2015-05-10 00:00:00;1.0;"10";"05";"2015";"tropical fruit";"sausage";"ham";"root vegetables";"turkey";"pastry";"pasta";"soda";;;
4191;2015-05-10 00:00:00;1.0;"10";"05";"2015";"pork";"long life bakery product";;;;;;;;;
4515;2015-05-10 00:00:00;1.0;"10";"05";"2015";"other vegetables";"yogurt";"yogurt";;;;;;;;
4529;2015-05-10 00:00:00;1.0;"10";"05";"2015";"tropical fruit";"other vegetables";;;;;;;;;
4661;2015-05-10 00:00:00;1.0;"10";"05";"2015";"other vegetables";"salty snack";;;;;;;;;
4859;2015-05-10 00:00:00;1.0;"10";"05";"2015";"beef";"soda";;;;;;;;;
1004;2014-06-10 00:00:00;3.0;"10";"06";"2014";"rolls/buns";"red/blush wine";"chocolate";;;;;;;;
1259;2014-06-10 00:00:00;3.0;"10";"06";"2014";"hamburger meat";"coffee";;;;;;;;;
1275;2014-06-10 00:00:00;3.0;"10";"06";"2014";"citrus fruit";"pastry";;;;;;;;;
1472;2014-06-10 00:00:00;3.0;"10";"06";"2014";"specialty bar";"sliced cheese";;;;;;;;;
1582;2014-06-10 00:00:00;3.0;"10";"06";"2014";"shopping bags";"sparkling wine";;;;;;;;;
1870;2014-06-10 00:00:00;3.0;"10";"06";"2014";"liquor (appetizer)";"yogurt";"specialty chocolate";"rolls/buns";;;;;;;
2019;2014-06-10 00:00:00;3.0;"10";"06";"2014";"citrus fruit";"candy";;;;;;;;;
2069;2014-06-10 00:00:00;3.0;"10";"06";"2014";"root vegetables";"napkins";;;;;;;;;
2267;2014-06-10 00:00:00;3.0;"10";"06";"2014";"other vegetables";"instant coffee";"instant coffee";"hygiene articles";;;;;;;
2489;2014-06-10 00:00:00;3.0;"10";"06";"2014";"coffee";"shopping bags";;;;;;;;;
2536;2014-06-10 00:00:00;3.0;"10";"06";"2014";"photo/film";"white bread";;;;;;;;;
2736;2014-06-10 00:00:00;3.0;"10";"06";"2014";"turkey";"semi-finished bread";;;;;;;;;
2814;2014-06-10 00:00:00;3.0;"10";"06";"2014";"whole milk";"butter";"newspapers";;;;;;;;
2898;2014-06-10 00:00:00;3.0;"10";"06";"2014";"rolls/buns";"soda";;;;;;;;;
3026;2014-06-10 00:00:00;3.0;"10";"06";"2014";"chewing gum";"ice cream";;;;;;;;;
3122;2014-06-10 00:00:00;3.0;"10";"06";"2014";"root vegetables";"pastry";;;;;;;;;
3224;2014-06-10 00:00:00;3.0;"10";"06";"2014";"root vegetables";"soda";;;;;;;;;
3415;2014-06-10 00:00:00;3.0;"10";"06";"2014";"other vegetables";"bottled water";;;;;;;;;
3549;2014-06-10 00:00:00;3.0;"10";"06";"2014";"canned beer";"other vegetables";"salty snack";;;;;;;;
3844;2014-06-10 00:00:00;3.0;"10";"06";"2014";"yogurt";"bathroom cleaner";;;;;;;;;
4232;2014-06-10 00:00:00;3.0;"10";"06";"2014";"whole milk";"processed cheese";;;;;;;;;
4234;2014-06-10 00:00:00;3.0;"10";"06";"2014";"sliced cheese";"whole milk";;;;;;;;;
4339;2014-06-10 00:00:00;3.0;"10";"06";"2014";"meat spreads";"mayonnaise";;;;;;;;;
4707;2014-06-10 00:00:00;3.0;"10";"06";"2014";"whole milk";"fruit/vegetable juice";;;;;;;;;
1175;2015-06-10 00:00:00;4.0;"10";"06";"2015";"whole milk";"citrus fruit";"shopping bags";"white wine";"soda";"yogurt";;;;;
1908;2015-06-10 00:00:00;4.0;"10";"06";"2015";"beef";"female sanitary products";;;;;;;;;
2494;2015-06-10 00:00:00;4.0;"10";"06";"2015";"chicken";"margarine";"yogurt";;;;;;;;
3232;2015-06-10 00:00:00;4.0;"10";"06";"2015";"whole milk";"ice cream";;;;;;;;;
3337;2015-06-10 00:00:00;4.0;"10";"06";"2015";"citrus fruit";"root vegetables";"whole milk";"chewing gum";"coffee";"shopping bags";;;;;
3434;2015-06-10 00:00:00;4.0;"10";"06";"2015";"chicken";"butter";"rolls/buns";"shopping bags";"soda";;;;;;
3475;2015-06-10 00:00:00;4.0;"10";"06";"2015";"bottled beer";"brown bread";"whole milk";"misc. beverages";;;;;;;
3592;2015-06-10 00:00:00;4.0;"10";"06";"2015";"sausage";"bottled beer";;;;;;;;;
3683;2015-06-10 00:00:00;4.0;"10";"06";"2015";"specialty bar";"candy";"root vegetables";"ice cream";;;;;;;
3973;2015-06-10 00:00:00;4.0;"10";"06";"2015";"rolls/buns";"curd";"cat food";;;;;;;;
4335;2015-06-10 00:00:00;4.0;"10";"06";"2015";"sausage";"other vegetables";"shopping bags";"napkins";;;;;;;
4442;2015-06-10 00:00:00;4.0;"10";"06";"2015";"berries";"other vegetables";"fruit/vegetable juice";"whole milk";"specialty bar";;;;;;
4796;2015-06-10 00:00:00;4.0;"10";"06";"2015";"frankfurter";"soda";"whole milk";"whole milk";"flour";;;;;;
4954;2015-06-10 00:00:00;4.0;"10";"06";"2015";"beverages";"UHT-milk";;;;;;;;;
1004;2014-07-10 00:00:00;5.0;"10";"07";"2014";"other vegetables";"shopping bags";;;;;;;;;
1274;2014-07-10 00:00:00;5.0;"10";"07";"2014";"coffee";"other vegetables";"specialty cheese";;;;;;;;
2576;2014-07-10 00:00:00;5.0;"10";"07";"2014";"napkins";"popcorn";;;;;;;;;
2781;2014-07-10 00:00:00;5.0;"10";"07";"2014";"whole milk";"sliced cheese";;;;;;;;;
2901;2014-07-10 00:00:00;5.0;"10";"07";"2014";"processed cheese";"other vegetables";;;;;;;;;
3005;2014-07-10 00:00:00;5.0;"10";"07";"2014";"tropical fruit";"semi-finished bread";;;;;;;;;
3157;2014-07-10 00:00:00;5.0;"10";"07";"2014";"white wine";"Instant food products";;;;;;;;;
3176;2014-07-10 00:00:00;5.0;"10";"07";"2014";"bottled water";"newspapers";;;;;;;;;
3282;2014-07-10 00:00:00;5.0;"10";"07";"2014";"ice cream";"chocolate";"seasonal products";;;;;;;;
3300;2014-07-10 00:00:00;5.0;"10";"07";"2014";"rolls/buns";"domestic eggs";;;;;;;;;
3400;2014-07-10 00:00:00;5.0;"10";"07";"2014";"bottled water";"dental care";;;;;;;;;
3526;2014-07-10 00:00:00;5.0;"10";"07";"2014";"whole milk";"yogurt";;;;;;;;;
3531;2014-07-10 00:00:00;5.0;"10";"07";"2014";"herbs";"whole milk";;;;;;;;;
3657;2014-07-10 00:00:00;5.0;"10";"07";"2014";"ham";"specialty chocolate";"soft cheese";;;;;;;;
4022;2014-07-10 00:00:00;5.0;"10";"07";"2014";"roll products ";"oil";"UHT-milk";;;;;;;;
4160;2014-07-10 00:00:00;5.0;"10";"07";"2014";"spread cheese";"specialty cheese";"dish cleaner";;;;;;;;
4214;2014-07-10 00:00:00;5.0;"10";"07";"2014";"yogurt";"domestic eggs";;;;;;;;;
4392;2014-07-10 00:00:00;5.0;"10";"07";"2014";"packaged fruit/vegetables";"specialty bar";"whipped/sour cream";;;;;;;;
4440;2014-07-10 00:00:00;5.0;"10";"07";"2014";"whipped/sour cream";"yogurt";;;;;;;;;
4769;2014-07-10 00:00:00;5.0;"10";"07";"2014";"soda";"dishes";;;;;;;;;
4845;2014-07-10 00:00:00;5.0;"10";"07";"2014";"butter";"fruit/vegetable juice";;;;;;;;;
1114;2015-07-10 00:00:00;6.0;"10";"07";"2015";"misc. beverages";"UHT-milk";"white bread";;;;;;;;
1135;2015-07-10 00:00:00;6.0;"10";"07";"2015";"sausage";"shopping bags";"soda";"butter";"dessert";"soda";;;;;
1286;2015-07-10 00:00:00;6.0;"10";"07";"2015";"meat";"coffee";;;;;;;;;
1324;2015-07-10 00:00:00;6.0;"10";"07";"2015";"citrus fruit";"bottled water";"white wine";"rolls/buns";;;;;;;
1330;2015-07-10 00:00:00;6.0;"10";"07";"2015";"newspapers";"processed cheese";;;;;;;;;
1534;2015-07-10 00:00:00;6.0;"10";"07";"2015";"shopping bags";"dessert";"other vegetables";"bottled water";"margarine";;;;;;
1584;2015-07-10 00:00:00;6.0;"10";"07";"2015";"yogurt";"long life bakery product";"onions";"hygiene articles";"sugar";;;;;;
1777;2015-07-10 00:00:00;6.0;"10";"07";"2015";"whole milk";"pastry";"fruit/vegetable juice";;;;;;;;
1929;2015-07-10 00:00:00;6.0;"10";"07";"2015";"rolls/buns";"bottled water";"other vegetables";"finished products";"other vegetables";"butter";"yogurt";"rolls/buns";"citrus fruit";;
2195;2015-07-10 00:00:00;6.0;"10";"07";"2015";"tropical fruit";"canned fish";;;;;;;;;
2586;2015-07-10 00:00:00;6.0;"10";"07";"2015";"UHT-milk";"tropical fruit";;;;;;;;;
2633;2015-07-10 00:00:00;6.0;"10";"07";"2015";"hard cheese";"rolls/buns";"white wine";;;;;;;;
2648;2015-07-10 00:00:00;6.0;"10";"07";"2015";"tropical fruit";"root vegetables";;;;;;;;;
3041;2015-07-10 00:00:00;6.0;"10";"07";"2015";"other vegetables";"berries";"organic products";;;;;;;;
3637;2015-07-10 00:00:00;6.0;"10";"07";"2015";"sausage";"citrus fruit";"whole milk";"butter milk";"salty snack";"dessert";"specialty chocolate";;;;
3829;2015-07-10 00:00:00;6.0;"10";"07";"2015";"pickled vegetables";"soda";"chewing gum";"yogurt";;;;;;;
3830;2015-07-10 00:00:00;6.0;"10";"07";"2015";"soda";"packaged fruit/vegetables";"butter milk";;;;;;;;
3908;2015-07-10 00:00:00;6.0;"10";"07";"2015";"sausage";"pot plants";;;;;;;;;
4487;2015-07-10 00:00:00;6.0;"10";"07";"2015";"sausage";"tea";;;;;;;;;
4589;2015-07-10 00:00:00;6.0;"10";"07";"2015";"white bread";"frozen vegetables";"soda";;;;;;;;
4660;2015-07-10 00:00:00;6.0;"10";"07";"2015";"frozen vegetables";"dishes";"root vegetables";"pastry";;;;;;;
4740;2015-07-10 00:00:00;6.0;"10";"07";"2015";"coffee";"other vegetables";"margarine";"domestic eggs";;;;;;;
1153;2014-08-10 00:00:00;1.0;"10";"08";"2014";"chewing gum";"whole milk";"bottled beer";"ready soups";;;;;;;
